id,year,gsp,pcap,hwy,water,util,pc,emp,unemp
1,1970,28418,15032.67,7325.8,1655.68,6051.2,35793.8,1010.5,4.7
1,1971,29375,15501.94,7525.94,1721.02,6254.98,37299.91,1021.9,5.2
1,1972,31303,15972.41,7765.42,1764.75,6442.23,38670.3,1072.3,4.7
1,1973,33430,16406.26,7907.66,1742.41,6756.19,40084.01,1135.5,3.9
1,1974,33749,16762.67,8025.52,1734.85,7002.29,42057.31,1169.8,5.5
1,1975,33604,17316.26,8158.23,1752.27,7405.76,43971.71,1155.4,7.7
1,1976,35764,17732.86,8228.19,1799.74,7704.93,50221.57,1207,6.8
1,1977,37463,18111.93,8365.67,1845.11,7901.15,51084.99,1269.2,7.4
1,1978,39964,18479.74,8510.64,1960.51,8008.59,52604.05,1336.5,6.3
1,1979,40979,18881.49,8640.61,2081.91,8158.97,54525.86,1362,7.1
1,1980,40380,19012.34,8663.5,2138.52,8210.33,56589.16,1356.1,8.8
1,1981,41105,19118.52,8628.83,2218.91,8270.79,56481.93,1347.6,11
1,1982,40328,19118.25,8645.14,2215.84,8257.26,58021.69,1312.5,14
1,1983,42245,19122,8612.47,2230.91,8278.63,58893.97,1328.8,14
1,1984,45118,19257.47,8655.94,2235.16,8366.37,59446.86,1387.7,11
1,1985,46849,19433.36,8726.24,2253.03,8454.09,60688.04,1427.1,8.9
1,1986,48409,19723.37,8813.24,2308.99,8601.14,61628.88,1463.3,9.8
2,1970,19288,10148.42,4556.81,1627.87,3963.75,23585.99,547.4,4.4
2,1971,21040,10560.54,4701.97,1627.34,4231.23,24924.82,581.4,4.7
2,1972,23289,10977.53,4847.84,1614.58,4515.11,26058.65,646.3,4.2
2,1973,25244,11598.26,4963.46,1647.88,4986.92,27304.64,714.5,4.1
2,1974,25698,12129.06,5071.38,1678,5379.69,28829.44,746,5.6
2,1975,24915,12929.06,5163.41,1764.87,6000.77,30243.29,729.1,12
2,1976,26041,13603.89,5249.82,1910.43,6443.63,29384.15,758.7,9.8
2,1977,28110,14175.42,5358.45,1973.48,6843.5,30072.6,809.3,8.2
2,1978,31062,14812.04,5470,2038.3,7303.73,31139.49,895.4,6.1
2,1979,33943,15547.62,5603.12,2132.49,7812.01,32377.41,979.9,5.1
2,1980,34708,16344.9,5720.38,2165.64,8458.88,33769.92,1014,6.7
2,1981,35244,17088.3,5816.05,2265.42,9006.84,36387.15,1040.8,6.1
2,1982,33603,17650.57,5918.5,2377.2,9354.87,37332.09,1029.8,9.9
2,1983,35963,18108.24,6019.87,2513.38,9574.99,37829.83,1077.8,9.1
2,1984,40010,18792.09,6101.45,2574.78,10115.86,38330.02,1181.9,5
2,1985,43350,19414.85,6282.51,2737.37,10394.97,39246.83,1278.6,6.5
2,1986,46058,20212.42,6553.4,2923.15,10735.88,44189.19,1337.8,6.9
3,1970,15392,7613.26,3647.73,644.99,3320.54,19749.63,536.2,5
3,1971,16177,7982.03,3686.95,651.63,3643.44,20636.47,551,5.4
3,1972,17702,8309.01,3780.05,668.5,3860.47,21245.48,581.5,4.6
3,1973,18825,8399.59,3894.77,691.76,3813.06,21654.02,614.5,4.1
3,1974,19287,8512.05,3985.99,726.62,3799.44,22635.84,640.7,4.8
3,1975,19024,8651.26,4051.66,742.5,3857.1,23519.27,623.8,9.5
3,1976,20277,8921.91,4185.4,761.38,3975.13,26158.59,660,7.1
3,1977,21410,9234.85,4316.52,793.54,4124.79,26716.93,695.6,6.6
3,1978,23063,9374.54,4405.68,821.01,4147.86,27428.45,732.7,6.4
3,1979,23501,9554.83,4483.21,859.23,4212.4,28394.22,749.4,6.2
3,1980,23210,9705.24,4531.36,890.41,4283.48,29476.51,742.3,7.6
3,1981,24134,9872.87,4608.72,916.68,4347.47,31235.95,740.1,9.1
3,1982,23462,9919.35,4681.5,905.92,4331.93,32008.74,720.1,9.8
3,1983,24415,9861.76,4662.68,934.14,4264.94,32385.62,741.3,10
3,1984,26512,9754.55,4654.37,934.6,4165.58,32625.51,780.2,8.9
3,1985,27159,9675.47,4639.3,947.04,4089.13,33229.46,797.1,8.7
3,1986,28168,9787.2,4652.71,960.66,4173.84,32889.3,813.8,8.7
4,1970,263933,128545.36,42961.31,17837.26,67746.79,172791.92,6946.2,7.2
4,1971,265600,132263.33,44768.37,18448.04,69046.92,180864.28,6917,8.8
4,1972,281159,134451.52,46045.52,18813.82,69592.17,187587.86,7209.9,7.6
4,1973,293735,135988.4,47064.46,19084.52,69839.43,193535.82,7621.9,7
4,1974,298408,136827.29,47572.52,19092.78,70162,204096.43,7834.3,7.7
4,1975,304518,138487.39,47699.42,19654.53,71133.44,213216.84,7847.2,9.9
4,1976,320160,139514.18,47568.65,20346.64,71598.89,221958.93,8154.2,9.2
4,1977,338040,139910.22,47137.99,21014.45,71757.78,226544.27,8599.7,8.2
4,1978,359603,139408.84,46472.4,21556.85,71379.6,233936.43,9199.8,7.1
4,1979,374928,140217.32,46132.47,22297.31,71787.54,243776.26,9664.6,6.2
4,1980,380221,139776.97,45597.88,22925.93,71253.16,255305.95,9848.8,6.8
4,1981,378436,139662.44,45042.91,23291.36,71328.17,286402.55,9985.3,7.4
4,1982,372541,139232.39,44490.48,23502.43,71239.48,297844.03,9810.3,9.9
4,1983,390528,138535.66,44027.17,23828.67,70679.82,305210.16,9965.8,9.7
4,1984,420525,138101.55,43826.52,23841.32,70433.71,312008.57,10574,7.8
4,1985,444082,138170.93,43566.26,24121.33,70483.33,324335.15,10979,7.2
4,1986,464550,139042.68,43350.54,24592.33,71099.8,363779.7,11258,6.7
5,1970,25689,11402.52,4403.21,2165.03,4834.28,23709.75,750.2,4.4
5,1971,27341,11682.06,4535.52,2166.21,4980.33,25186.8,787,4
5,1972,29624,12010.91,4757.59,2133.49,5119.84,26010.17,869.4,3.6
5,1973,32417,12473.28,4982.21,2206.43,5284.65,27387.44,936,3.4
5,1974,33039,12964.14,5143.73,2312.49,5507.92,28763.31,959.7,3.8
5,1975,33593,13483.92,5223.11,2464.28,5796.53,29939.43,963.5,6.9
5,1976,35223,14090.24,5318.1,2617.61,6154.52,34680.9,1003.4,5.9
5,1977,37429,14736.89,5463.79,2747.31,6525.79,35116.03,1058.1,6.2
5,1978,40522,15240.49,5598.49,2887.92,6754.09,36213.58,1150,5.6
5,1979,42917,15711.11,5705.99,3078.37,6926.75,37674.72,1218,4.8
5,1980,43888,16272.57,5766.89,3274.49,7231.19,39349.98,1251.1,5.9
5,1981,44695,16692.71,5820.52,3564.34,7307.84,45660.95,1295.2,5.5
5,1982,45252,17027.51,5846.02,3719.04,7462.46,47010.56,1316.6,7.7
5,1983,46523,17388.99,5877.85,3898.86,7612.28,47724.11,1327.2,6.6
5,1984,49332,17785.25,5942.8,4000.29,7842.15,48372.91,1402.3,5.6
5,1985,50820,18327.11,6057.5,4153.07,8116.55,49793.31,1418.7,5.9
5,1986,51781,18889.54,6148.8,4340.24,8400.5,47485.05,1408.3,7.4
6,1970,38880,15865.66,7237.14,2208.1,6420.42,24082.38,1197.5,5.6
6,1971,38515,16559.99,7312.24,2406.84,6840.91,25147.44,1164.3,8.9
6,1972,40037,17346.79,7407.46,2642.54,7296.8,26191.58,1190.4,8.2
6,1973,42157,17803.12,7492.12,2741.16,7569.84,27301.99,1238.7,5.7
6,1974,41827,18225.2,7550.75,2881,7793.45,28832.91,1264,6.2
6,1975,39870,18686.78,7585.56,3027.33,8073.9,30306.1,1223.4,9.1
6,1976,41326,18871.06,7587.34,3104.13,8179.59,27628.42,1239.7,9.5
6,1977,42976,18798.54,7501.72,3166.91,8129.91,28268.33,1282.3,7
6,1978,44844,18566.24,7352.08,3194.03,8020.13,29207.04,1346.1,5.3
6,1979,46008,18487.06,7274.07,3294.94,7918.05,30449.45,1398,5.1
6,1980,45949,18385.98,7192,3387.26,7806.72,31844.08,1426.8,5.9
6,1981,47397,18271.34,7103.85,3396.82,7770.67,31895.65,1438.7,6.2
6,1982,47241,18030.08,7017.05,3371.93,7641.11,32967.44,1429.8,6.9
6,1983,50594,17739.88,6959.31,3332.92,7447.65,33668.53,1446.5,6
6,1984,55117,17494.36,6890.73,3300.44,7303.19,34439.31,1520.5,4.6
6,1985,58263,17317.13,6861.64,3313.05,7142.44,35816.37,1562.3,4.9
6,1986,61750,17290.61,6878.14,3314.55,7097.92,40413.22,1604.2,3.8
7,1970,6863,4250.95,2078.95,234.23,1937.77,6108.14,216.8,4.8
7,1971,7399,4405.91,2076.73,230.51,2098.67,6361.22,224.9,5.7
7,1972,7829,4560.71,2105.3,233.59,2221.82,6602.65,232.4,4.7
7,1973,8604,4725.12,2125.88,283.84,2315.4,6892.09,239.4,4.6
7,1974,7777,4927.52,2195.49,324.32,2407.71,7263.84,233.1,6
7,1975,7625,4988.37,2197.46,349.68,2441.23,7624.03,229.9,9.7
7,1976,8061,4959.87,2161.42,358.6,2439.86,7706.19,236.7,8.9
7,1977,8313,4958.47,2158.95,400.11,2399.41,7845.75,238.8,8.4
7,1978,8390,4954.21,2134.89,440.95,2378.38,8100.95,247.8,7.5
7,1979,8360,4936.91,2103.91,482.11,2350.89,8435.96,256.7,8
7,1980,8200,4868.74,2071.23,488.36,2309.14,8811.38,259.2,7.7
7,1981,8344,4825.97,2050.14,491.43,2284.4,9049.52,259.2,7.9
7,1982,8435,4786.37,2038.78,487.77,2259.82,9327.72,259.2,8.5
7,1983,8883,4768.17,2029.77,482.47,2255.93,9486.76,266.1,8.1
7,1984,9347,4743.86,2037.26,483.3,2223.3,9630.61,280,6.2
7,1985,9699,4731.49,2043.62,490.68,2197.2,9921.23,293.4,5.3
7,1986,10072,4716.73,2052.16,492.03,2172.53,10655,303.2,4.3
8,1970,69641,29696.86,12622.3,4174.89,12899.67,57178.05,2152.1,4.4
8,1971,73170,30683.09,12873.62,4282.97,13526.49,60238.01,2276.4,4.9
8,1972,81313,32089.12,13424.21,4318.05,14346.86,62873.97,2513.1,4.5
8,1973,90897,33480.99,13999.7,4268.38,15212.91,66432.27,2778.6,4.3
8,1974,92163,34650.29,14586.91,4281.73,15781.65,70452.68,2863.8,6.2
8,1975,89502,36103.75,15075.13,4446.11,16582.51,73809.64,2746.4,11
8,1976,90957,37942.61,15538.54,4726.01,17678.06,87196.5,2784.3,9
8,1977,95449,39393.89,15790.7,5404.47,18198.72,88699.63,2933.2,8.2
8,1978,103064,40859.4,15985.09,6123.84,18750.48,91517.51,3180.6,6.6
8,1979,109121,42107.13,16220.82,6625.71,19260.59,95108.5,3381.2,6
8,1980,113857,43192.98,16457.76,6998.35,19736.88,99248.64,3576.2,5.9
8,1981,118145,44311.68,16724.87,7430.67,20156.15,108486.86,3736,6.8
8,1982,118301,45492,16952.95,7814.59,20724.45,111867.96,3761.9,8.2
8,1983,126322,47116.82,17282.36,8183.58,21650.87,113951.55,3905.4,8.6
8,1984,136572,48538.98,17597.76,8483.89,22457.33,116417.2,4204.2,6.3
8,1985,145171,50336.63,17888.08,8767.52,23681.04,120719.68,4410,6
8,1986,152269,52309.37,18290.06,9172.05,24847.26,135673.02,4599.4,5.7
9,1970,43105,18270.44,7999.19,2092.77,8178.48,41597.8,1557.5,4.1
9,1971,45438,19275.62,8213.17,2148.43,8914.03,43732.94,1602.9,3.9
9,1972,49402,20167.45,8433.38,2165.53,9568.54,45402.82,1695.2,4.1
9,1973,52824,21015.05,8676.01,2267.56,10071.47,47422.01,1802.5,3.9
9,1974,52390,21882.27,9004.13,2519.94,10358.19,49969.83,1827.5,5
9,1975,50900,22713.54,9192.85,2797.47,10723.22,52261.84,1755.7,8.6
9,1976,54469,23556.37,9445.52,3029.37,11081.48,56287.82,1839.1,8.1
9,1977,58085,24124.15,9623.51,3177.03,11323.6,56992.14,1926.4,6.9
9,1978,61607,24622.13,9745.86,3240.48,11635.78,58642.67,2050.1,5.7
9,1979,63825,25631.2,10054.77,3347.57,12228.86,60866.47,2127.5,5.1
9,1980,64216,26685.37,10289.71,3461.48,12934.18,63341.08,2159.4,6.4
9,1981,66352,27546.85,10501.58,3574.39,13470.89,67537.87,2198.6,6.4
9,1982,66766,28209.03,10620.04,3669.58,13919.41,69347.75,2201.5,7.8
9,1983,71485,28996.86,10985.78,3808.7,14202.38,70436.24,2279.5,7.5
9,1984,78797,29702.75,11236.24,3896.84,14569.68,71624.33,2448.7,6
9,1985,83461,30068.26,11292.92,3926.96,14848.38,73979.66,2569.8,6.5
9,1986,88827,30991.33,11563.64,4024.23,15403.46,83458.28,2672.4,5.9
10,1970,7175,3410.22,2193.99,267.56,948.67,9202.07,207.8,5.8
10,1971,7255,3579.67,2276.68,256.47,1046.52,9488.47,217.1,6.3
10,1972,7898,3676.22,2353.72,247.87,1074.64,9756.4,236.5,6.2
10,1973,8352,3737.66,2399.18,236.98,1101.51,10251.95,251.7,5.6
10,1974,8970,3813.94,2467.04,228.46,1118.44,10725.66,266.8,6
10,1975,9099,3942.37,2531.4,229.86,1181.11,11134.59,273,6.2
10,1976,9709,4105.58,2563.07,249.94,1292.56,12401.79,291,5.7
10,1977,9967,4255.84,2606.65,271.88,1377.31,12498.22,307.4,6.1
10,1978,10828,4398.05,2674.18,289.18,1434.7,12813.38,331.3,5.6
10,1979,10924,4522.19,2724.98,298.74,1498.47,13264.09,338,5.6
10,1980,11002,4605.7,2740.64,324.21,1540.85,13771.17,330,7.9
10,1981,10959,4667.31,2753.25,337.06,1577,13808.97,327.8,7.5
10,1982,10432,4699.95,2749.25,347.34,1603.36,14020.3,312.2,9.9
10,1983,10879,4710.03,2756.72,359.68,1593.63,14028.64,317.9,9.8
10,1984,11262,4769.76,2794.78,376.04,1598.95,14049.02,330.5,7.2
10,1985,11815,4819.32,2838.03,382.94,1598.36,14290.67,336,8
10,1986,11672,4890.92,2886.07,406.41,1598.44,13612.16,328.2,8.7
11,1970,145792,52197.49,23582.87,6361.94,22252.68,114860.83,4345.6,4.1
11,1971,148503,53805.62,23841.66,6579.1,23384.86,119783.11,4296.4,5.1
11,1972,154413,55540.36,24602.76,6675.74,24261.85,124239.59,4314.8,5.1
11,1973,163125,57288.3,25448.17,6807.99,25032.14,129514.1,4466.9,4.1
11,1974,161725,58984.18,25806.09,7107,26071.09,136292.35,4545.7,4.5
11,1975,157366,60139.25,26068.87,7342.22,26728.17,142558.62,4418.9,7.1
11,1976,163112,61104.4,26325.26,7522.85,27256.29,140831.43,4565.7,6.5
11,1977,168627,62200.83,26835.52,7669.6,27695.71,146285.62,4655.5,6.2
11,1978,173767,63096.48,27300.22,8004.98,27791.28,150855.46,4788.8,6
11,1979,173817,63642.81,27247.22,8491.35,27904.24,156751.98,4880,5.5
11,1980,165722,64003.03,27237.54,9047.41,27718.08,163355.48,4850.3,8.3
11,1981,166029,64549.3,27406.33,9523.64,27619.33,150688.85,4732.3,8.5
11,1982,159778,65064.2,27568.5,10218,27277.69,154806.13,4593.3,11
11,1983,160856,64751.99,27483,10436.04,26832.94,157095.8,4530.6,11
11,1984,173602,64460.25,27590.53,10485.73,26383.99,159388,4672.3,9.1
11,1985,178493,64487.38,27811.57,10532.95,26142.86,164794.5,4755.3,9
11,1986,183849,64726.05,28101.57,10577.77,26046.72,161198.99,4790.7,8.1
12,1970,56769,20813.65,8904.96,2814.86,9093.83,63646.79,1849,5
12,1971,58540,21665.6,9140.25,2919.6,9605.74,65528.57,1841.1,5.7
12,1972,61613,22368.04,9391.29,2929.94,10046.81,67722.97,1921.9,4.5
12,1973,66534,23230.94,9696.29,2947.49,10587.15,70189.83,2028.1,4.2
12,1974,64313,23652.3,9913.98,2918.14,10820.17,73448.9,2031.4,5.9
12,1975,61200,23945.55,10038.12,2932.54,10974.88,76823.26,1941.7,8.6
12,1976,65479,24259.12,10178.36,3017.66,11063.1,74736.15,2023.8,6.1
12,1977,68832,24506.31,10409.08,3014.11,11083.12,77477.95,2114,5.7
12,1978,71717,24639.62,10518.94,3026.38,11094.31,79763.07,2205.5,5.7
12,1979,72047,24744.99,10536,3082.76,11126.23,82742.13,2236.3,6.4
12,1980,67930,24799.68,10574.03,3142.24,11083.41,86012.21,2129.5,9.6
12,1981,68135,24976.64,10619.58,3210.15,11146.9,80364.43,2114.4,10
12,1982,64042,25108.79,10618.71,3297.4,11192.68,82361.44,2028,12
12,1983,65211,24983.98,10558.11,3284.13,11141.74,83359.59,2029.5,11
12,1984,70975,24835.6,10481.99,3311.04,11042.58,83946.98,2122.3,8.6
12,1985,73392,24905.94,10532.65,3376.2,10997.08,85849.71,2168.6,7.9
12,1986,75924,24924.85,10567.2,3377.17,10980.47,87053.98,2221.8,6.8
13,1970,29173,14728.51,8684.87,1377.5,4666.14,33400.46,876.9,3.7
13,1971,29312,15311.03,8926.99,1451.36,4932.67,34819.44,882.7,4.2
13,1972,31159,15657.48,9144.08,1508.06,5005.33,35846.9,912.3,3.6
13,1973,33798,16006.47,9424.4,1508.45,5073.62,37693.89,961.3,2.9
13,1974,33591,16159.2,9571.66,1518,5069.54,39460.57,999,3
13,1975,34378,16414.32,9677.48,1567.76,5169.08,41068.52,998.7,4.3
13,1976,35752,16766.52,9770.03,1682.16,5314.33,43868.88,1036.9,4
13,1977,37277,17166.76,9948.06,1822.71,5395.98,46649.69,1079.2,4
13,1978,39087,17407.43,10038.99,1972.05,5396.38,47977.54,1119.2,4
13,1979,39863,17722.68,10112.22,2114.49,5495.97,49653.76,1131.7,4.1
13,1980,38919,17928.92,10183.36,2148.16,5597.4,51530.31,1109.9,5.8
13,1981,40630,18050.52,10188.72,2154.55,5707.25,47985.77,1088.6,6.9
13,1982,37634,18141.76,10187.89,2132.8,5821.07,48698.55,1041.9,8.5
13,1983,35937,18240.5,10187.06,2184.02,5869.42,48731.5,1040.4,8.1
13,1984,38704,18203.48,10197.84,2252.53,5753.11,48741.81,1074.7,7
13,1985,39344,18288.61,10286.39,2319.88,5682.34,49781.83,1074.2,8
13,1986,40425,18436.18,10397.5,2393.84,5644.84,43209.95,1073.8,7
14,1970,26311,11115.57,5988.83,1449.42,3677.32,33207.74,678.8,4.8
14,1971,26950,11595.03,6098.1,1515.59,3981.34,34117.09,677.8,5.5
14,1972,28330,11854.06,6226.46,1527.8,4099.8,34862.71,717.5,4
14,1973,29486,12137.4,6368.52,1513.71,4255.17,36179.12,763.3,3.1
14,1974,29506,12412.46,6488.52,1542.5,4381.44,37588.65,790,3.5
14,1975,29530,12792.34,6542.8,1599.35,4650.19,38828.22,801.2,4.6
14,1976,30655,13023.89,6628.42,1632.99,4762.47,41282.58,834.8,4.2
14,1977,31032,13386.6,6753.55,1691.7,4941.35,41246.04,871,4.1
14,1978,32232,13726.24,6830.98,1757.29,5137.97,42277.86,912.5,3
14,1979,33680,14157.68,6863.58,1838.2,5455.9,43689.61,946.8,3.4
14,1980,32844,14479.94,6919.83,1889.43,5670.69,45281.71,944.7,4.5
14,1981,33707,14855.02,7018.71,1953.03,5883.27,47858.83,949.7,4.2
14,1982,33287,15082.15,7104.16,2018.15,5959.84,49569.38,921.4,6.3
14,1983,33638,15062.88,7150.68,2053.86,5858.35,49688.66,921.6,6.1
14,1984,35582,15116.06,7177.68,2121.44,5816.94,49959.27,960.8,5.2
14,1985,36560,15145.49,7222.85,2181.94,5740.71,51037.85,967.9,5
14,1986,37783,15216.66,7310.79,2232.58,5673.29,51347.26,984.8,5.4
15,1970,32182,16035.09,9021.31,1706.76,5307.01,30525.64,910.1,5
15,1971,33276,16706.92,9280.45,1711.3,5715.17,31822.72,931.5,5.5
15,1972,35351,17169.23,9606.59,1708.68,5853.96,32994.5,988.3,4.8
15,1973,37305,17697.13,10008.41,1723.18,5965.55,34039.58,1038.6,4.4
15,1974,37458,18263.75,10372.71,1773.45,6117.59,35741.89,1065.9,4.5
15,1975,36717,18624.45,10505.77,1906.71,6211.97,37366.28,1057.6,7.3
15,1976,39138,18945.26,10588,2019.97,6337.29,41587.55,1103.1,5.6
15,1977,41137,19294.6,10701.7,2124.99,6467.91,42985.92,1148.3,4.7
15,1978,43098,19572.86,10809.85,2169.76,6593.24,44402.66,1209.9,5.2
15,1979,44188,19948.68,11017.87,2246.22,6684.6,46082.95,1245.4,5.6
15,1980,42637,20585.01,11367.36,2363.19,6854.46,47878.44,1210,8
15,1981,43595,21116.39,11721.16,2400.49,6994.74,47983.96,1196,8.4
15,1982,42286,21308.34,11933.89,2390.23,6984.21,49141.96,1160.7,11
15,1983,42668,21162.34,12008.09,2365.05,6789.2,49720.78,1152.3,12
15,1984,45998,21032.34,12056.3,2350.25,6625.79,50066.78,1213.8,9.3
15,1985,46753,21052.49,12171.63,2355.38,6525.48,51135.28,1250.3,9.5
15,1986,47502,20959.34,12139.07,2338.37,6481.89,51911.38,1274.1,9.3
16,1970,62666,19638.31,9891.38,2660.82,7086.12,97802.38,1033.6,6.6
16,1971,64851,20066.64,10162.65,2734.98,7169,99483.9,1055.9,7
16,1972,67439,20887.68,10392.2,2770.17,7725.31,100299.59,1128.6,6.1
16,1973,67100,21408.2,10606.21,2733.22,8068.78,101336.45,1176.1,6
16,1974,64919,21787.15,10805.89,2713.92,8267.34,103761.88,1220.8,6.7
16,1975,63128,22175.86,10983.6,2721.5,8470.76,106564.55,1249.5,7.4
16,1976,66338,22682.17,11273.56,2819.43,8589.19,100358.47,1314.4,6.8
16,1977,68209,23389.41,11634.15,2937.22,8818.04,102931.73,1364.6,7
16,1978,72221,24102.46,11981.51,3051.01,9069.94,106574.97,1463.5,7
16,1979,73681,24446.12,12128.07,3108.48,9209.56,111082.3,1517.4,6.7
16,1980,75312,24568.45,12107.67,3093.48,9367.3,117127.42,1578.9,6.7
16,1981,77342,24789.76,12157.9,3067.08,9564.78,117911.54,1630.5,8.4
16,1982,75743,25087,12262.86,3102.91,9721.23,124453.54,1607,10
16,1983,72535,25422.96,12448.15,3123.98,9850.82,128610.28,1565.2,12
16,1984,75349,25932.73,12825.32,3144.81,9962.6,130129.72,1601.5,10
16,1985,73777,26477.79,13131.09,3213.47,10133.22,133300.12,1591.2,12
